prompt,steps,temperature,timestamp,level_file_path,shannon_entropy,normalized_entropy,playability,normalized_playability,difficulty,aesthetic,normalized_aesthetic
no pipes no enemies little blocks low elevation,700,2.5,1727271663802,../sampling/generated_level/generated_level_1727271663802_0.txt,2.742106875771438,0.82,1,1.0,63.146480000000004,10,1.0
no pipes no enemies little blocks high elevation,700,2.5,1727271663802,../sampling/generated_level/generated_level_1727271663802_1.txt,2.7368285776930774,0.82,1,1.0,87.59496,10,1.0
no pipes no enemies little blocks low elevation,700,2.5,1727271663802,../sampling/generated_level/generated_level_1727271663802_2.txt,-0.03009693524788226,0,1,1.0,74.29814999999999,10,1.0
no pipes no enemies little blocks high elevation,700,2.5,1727271663802,../sampling/generated_level/generated_level_1727271663802_3.txt,2.7664248333716133,0.83,1,1.0,111.074735,10,1.0
no pipes no enemies some blocks low elevation,700,2.5,1727271663802,../sampling/generated_level/generated_level_1727271663802_4.txt,-0.22149465289985415,0,1,1.0,51.575835,10,1.0
no pipes no enemies some blocks high elevation,700,2.5,1727271663802,../sampling/generated_level/generated_level_1727271663802_5.txt,1.213297607985337,0.36,-100,0.0,0.0,-20,0.0
no pipes no enemies many blocks low elevation,700,2.5,1727271663802,../sampling/generated_level/generated_level_1727271663802_6.txt,1.7198812512664587,0.52,-100,0.0,0.0,-20,0.0
no pipes no enemies many blocks high elevation,700,2.5,1727271663802,../sampling/generated_level/generated_level_1727271663802_7.txt,1.6588213034506603,0.5,1,1.0,68.88699999999999,10,1.0
no pipes little enemies little blocks low elevation,700,2.5,1727271685795,../sampling/generated_level/generated_level_1727271685795_8.txt,0.44619218347793266,0.13,-100,0.0,0.2,10,1.0
no pipes little enemies little blocks high elevation,700,2.5,1727271685796,../sampling/generated_level/generated_level_1727271685796_9.txt,3.233355754981688,1.0,1,1.0,48.668397500000005,10,1.0
no pipes little enemies little blocks low elevation,700,2.5,1727271685796,../sampling/generated_level/generated_level_1727271685796_10.txt,2.8547453178314575,0.86,1,1.0,93.732485,-10,0.0
no pipes little enemies little blocks high elevation,700,2.5,1727271685796,../sampling/generated_level/generated_level_1727271685796_11.txt,1.2720024617229195,0.38,1,1.0,68.14189,10,1.0
no pipes little enemies some blocks low elevation,700,2.5,1727271685796,../sampling/generated_level/generated_level_1727271685796_12.txt,2.952203565567845,0.89,1,1.0,69.57338,10,1.0
no pipes little enemies some blocks high elevation,700,2.5,1727271685796,../sampling/generated_level/generated_level_1727271685796_13.txt,2.569377522263945,0.77,1,1.0,85.973265,10,1.0
no pipes little enemies many blocks low elevation,700,2.5,1727271685796,../sampling/generated_level/generated_level_1727271685796_14.txt,1.7179520867346918,0.52,1,1.0,81.751375,10,1.0
no pipes little enemies many blocks high elevation,700,2.5,1727271685796,../sampling/generated_level/generated_level_1727271685796_15.txt,1.4574479100434248,0.44,1,1.0,111.225,10,1.0
no pipes some enemies little blocks low elevation,700,2.5,1727271707834,../sampling/generated_level/generated_level_1727271707834_16.txt,2.002905374173549,0.6,-100,0.0,96.283275,10,1.0
no pipes some enemies little blocks high elevation,700,2.5,1727271707834,../sampling/generated_level/generated_level_1727271707834_17.txt,1.8729286783745345,0.56,1,1.0,63.953247,10,1.0
