many pipes no enemies little blocks low elevation,1400,2.5,1725220515267,../sampling/generated_level/generated_level_1725220515267_80.txt,3.2927903146725837,1.0,1,1.0,99.10986999999999,-20,0.0
many pipes no enemies little blocks high elevation,1400,2.5,1725220515267,../sampling/generated_level/generated_level_1725220515267_81.txt,3.0431701005770386,1.0,-100,0.0,16.779686499999997,10,1.0
many pipes no enemies some blocks low elevation,1400,2.5,1725220515267,../sampling/generated_level/generated_level_1725220515267_82.txt,2.2667712258351544,0.68,1,1.0,96.554835,10,1.0
many pipes no enemies some blocks high elevation,1400,2.5,1725220515267,../sampling/generated_level/generated_level_1725220515267_83.txt,3.1863011511324166,1.0,1,1.0,102.919985,10,1.0
many pipes no enemies many blocks low elevation,1400,2.5,1725220515267,../sampling/generated_level/generated_level_1725220515267_84.txt,2.3576574131508483,0.71,-100,0.0,83.72967000000001,-50,0.0
many pipes no enemies many blocks high elevation,1400,2.5,1725220515267,../sampling/generated_level/generated_level_1725220515267_85.txt,1.6443466515854719,0.49,-100,0.0,86.20791500000001,-40,0.0
many pipes little enemies little blocks low elevation,1400,2.5,1725220515267,../sampling/generated_level/generated_level_1725220515267_86.txt,2.8667970866928485,0.86,-100,0.0,0.0,10,1.0
many pipes little enemies little blocks high elevation,1400,2.5,1725220515267,../sampling/generated_level/generated_level_1725220515267_87.txt,4.2080880267518905,1.0,1,1.0,100.72292499999999,-10,0.0
many pipes little enemies some blocks low elevation,1400,2.5,1725220582964,../sampling/generated_level/generated_level_1725220582964_88.txt,2.1908049487065586,0.66,-100,0.0,0.0,-20,0.0
many pipes little enemies some blocks high elevation,1400,2.5,1725220582965,../sampling/generated_level/generated_level_1725220582965_89.txt,1.826091739275548,0.55,1,1.0,103.88710000000002,10,1.0
many pipes little enemies many blocks low elevation,1400,2.5,1725220582965,../sampling/generated_level/generated_level_1725220582965_90.txt,2.81555277655079,0.84,1,1.0,78.197095,-40,0.0
many pipes little enemies many blocks high elevation,1400,2.5,1725220582965,../sampling/generated_level/generated_level_1725220582965_91.txt,0.8853827013449105,0.27,1,1.0,57.858585,10,1.0
many pipes some enemies little blocks low elevation,1400,2.5,1725220582965,../sampling/generated_level/generated_level_1725220582965_92.txt,3.4745528026425148,1.0,1,1.0,85.78947500000001,-10,0.0
many pipes some enemies little blocks high elevation,1400,2.5,1725220582965,../sampling/generated_level/generated_level_1725220582965_93.txt,3.3114159187896983,1.0,-100,0.0,16.868803500000002,-20,0.0
many pipes some enemies some blocks low elevation,1400,2.5,1725220582965,../sampling/generated_level/generated_level_1725220582965_94.txt,3.510136187412658,1.0,-100,0.0,16.868803500000002,-30,0.0
many pipes some enemies some blocks high elevation,1400,2.5,1725220582965,../sampling/generated_level/generated_level_1725220582965_95.txt,2.6215386072230875,0.79,-100,0.0,91.32634999999999,10,1.0
many pipes some enemies many blocks low elevation,1400,2.5,1725220650562,../sampling/generated_level/generated_level_1725220650562_96.txt,1.8513577326436828,0.56,1,1.0,77.95402,10,1.0
many pipes some enemies many blocks high elevation,1400,2.5,1725220650562,../sampling/generated_level/generated_level_1725220650562_97.txt,3.308520627153116,1.0,1,1.0,98.50370999999998,-60,0.0
many pipes many enemies little blocks low elevation,1400,2.5,1725220650562,../sampling/generated_level/generated_level_1725220650562_98.txt,2.454328285613495,0.74,1,1.0,106.94980500000001,10,1.0
many pipes many enemies little blocks high elevation,1400,2.5,1725220650562,../sampling/generated_level/generated_level_1725220650562_99.txt,1.2242291890890589,0.37,-100,0.0,0.0,-50,0.0
many pipes many enemies some blocks low elevation,1400,2.5,1725220650562,../sampling/generated_level/generated_level_1725220650562_100.txt,1.6831624600768111,0.5,-100,0.0,116.17760500000001,-30,0.0
many pipes many enemies some blocks high elevation,1400,2.5,1725220650562,../sampling/generated_level/generated_level_1725220650562_101.txt,0.2344884010559758,0.07,1,1.0,85.38691,-10,0.0
many pipes many enemies many blocks low elevation,1400,2.5,1725220650562,../sampling/generated_level/generated_level_1725220650562_102.txt,1.7051583207040903,0.51,1,1.0,128.28706,-80,0.0
many pipes many enemies many blocks high elevation,1400,2.5,1725220650562,../sampling/generated_level/generated_level_1725220650562_103.txt,1.1426585099955164,0.34,-100,0.0,44.135505,-60,0.0
no pipes no enemies little blocks low elevation,1400,2.5,1725220718325,../sampling/generated_level/generated_level_1725220718325_0.txt,2.752022957597943,0.83,1,1.0,84.35102499999999,-10,0.0
no pipes no enemies little blocks high elevation,1400,2.5,1725220718325,../sampling/generated_level/generated_level_1725220718325_1.txt,2.7303568485768634,0.82,1,1.0,79.2859,-10,0.0
no pipes no enemies little blocks low elevation,1400,2.5,1725220718325,../sampling/generated_level/generated_level_1725220718325_2.txt,3.476500560274661,1.0,1,1.0,99.86733000000001,10,1.0
no pipes no enemies little blocks high elevation,1400,2.5,1725220718325,../sampling/generated_level/generated_level_1725220718325_3.txt,1.25,0.38,1,1.0,101.67131,10,1.0
no pipes no enemies some blocks low elevation,1400,2.5,1725220718326,../sampling/generated_level/generated_level_1725220718326_4.txt,1.73225775835117,0.52,1,1.0,86.85869000000001,10,1.0
no pipes no enemies some blocks high elevation,1400,2.5,1725220718326,../sampling/generated_level/generated_level_1725220718326_5.txt,-0.4389265380884009,0,1,1.0,70.97337999999999,10,1.0
