prompt,steps,temperature,timestamp,level_file_path,shannon_entropy,normalized_entropy,playability,normalized_playability,difficulty,aesthetic,normalized_aesthetic
no pipes no enemies little blocks low elevation,700,2.4,1725666366213,../sampling/generated_level/generated_level_1725666366213_0.txt,2.390291809204357,0.72,1,1.0,57.482985000000006,-10,0.0
no pipes no enemies little blocks high elevation,700,2.4,1725666366213,../sampling/generated_level/generated_level_1725666366213_1.txt,1.972589881390797,0.59,1,1.0,102.12971,10,1.0
no pipes no enemies little blocks low elevation,700,2.4,1725666366213,../sampling/generated_level/generated_level_1725666366213_2.txt,2.7070360512708698,0.81,1,1.0,66.81697249999999,10,1.0
no pipes no enemies little blocks high elevation,700,2.4,1725666366213,../sampling/generated_level/generated_level_1725666366213_3.txt,0,0.0,1,1.0,57.7892275,10,1.0
no pipes no enemies some blocks low elevation,700,2.4,1725666366213,../sampling/generated_level/generated_level_1725666366213_4.txt,1.0984753931070421,0.33,1,1.0,63.234285,10,1.0
no pipes no enemies some blocks high elevation,700,2.4,1725666366213,../sampling/generated_level/generated_level_1725666366213_5.txt,-1.0,0,1,1.0,65.19898,10,1.0
no pipes no enemies many blocks low elevation,700,2.4,1725666366214,../sampling/generated_level/generated_level_1725666366214_6.txt,-1.0,0,1,1.0,74.447355,10,1.0
no pipes no enemies many blocks high elevation,700,2.4,1725666366214,../sampling/generated_level/generated_level_1725666366214_7.txt,2.8773803127027504,0.86,-100,0.0,0.0,-10,0.0
no pipes little enemies little blocks low elevation,700,2.4,1725666387820,../sampling/generated_level/generated_level_1725666387820_8.txt,2.2237325117444398,0.67,1,1.0,63.581598,10,1.0
no pipes little enemies little blocks high elevation,700,2.4,1725666387820,../sampling/generated_level/generated_level_1725666387820_9.txt,0.8072454736258649,0.24,-100,0.0,51.682495,-60,0.0
no pipes little enemies little blocks low elevation,700,2.4,1725666387820,../sampling/generated_level/generated_level_1725666387820_10.txt,2.123168744029459,0.64,1,1.0,77.27273,10,1.0
no pipes little enemies little blocks high elevation,700,2.4,1725666387820,../sampling/generated_level/generated_level_1725666387820_11.txt,2.8316470495306643,0.85,1,1.0,67.91977,10,1.0
no pipes little enemies some blocks low elevation,700,2.4,1725666387820,../sampling/generated_level/generated_level_1725666387820_12.txt,3.036210676773239,1.0,1,1.0,85.81838499999999,10,1.0
no pipes little enemies some blocks high elevation,700,2.4,1725666387820,../sampling/generated_level/generated_level_1725666387820_13.txt,2.5439258531028783,0.76,1,1.0,60.086135,10,1.0
no pipes little enemies many blocks low elevation,700,2.4,1725666387820,../sampling/generated_level/generated_level_1725666387820_14.txt,-0.10954415668310657,0,1,1.0,57.627925000000005,10,1.0
no pipes little enemies many blocks high elevation,700,2.4,1725666387820,../sampling/generated_level/generated_level_1725666387820_15.txt,3.5199363359971048,1.0,1,1.0,48.326605,-40,0.0
no pipes some enemies little blocks low elevation,700,2.4,1725666409542,../sampling/generated_level/generated_level_1725666409542_16.txt,1.8651032048198828,0.56,1,1.0,145.43451,10,1.0
no pipes some enemies little blocks high elevation,700,2.4,1725666409543,../sampling/generated_level/generated_level_1725666409543_17.txt,3.0231580485191962,1.0,1,1.0,83.91542,-10,0.0
no pipes some enemies little blocks low elevation,700,2.4,1725666409543,../sampling/generated_level/generated_level_1725666409543_18.txt,2.1224948753073996,0.64,1,1.0,75.08921999999998,10,1.0
no pipes some enemies little blocks high elevation,700,2.4,1725666409543,../sampling/generated_level/generated_level_1725666409543_19.txt,0.3792598814981706,0.11,1,1.0,74.90483499999999,10,1.0
no pipes some enemies some blocks low elevation,700,2.4,1725666409543,../sampling/generated_level/generated_level_1725666409543_20.txt,1.0381769053973147,0.31,1,1.0,63.36123,10,1.0
no pipes some enemies some blocks high elevation,700,2.4,1725666409543,../sampling/generated_level/generated_level_1725666409543_21.txt,2.29647684426625,0.69,1,1.0,61.4548475,10,1.0
no pipes some enemies many blocks low elevation,700,2.4,1725666409543,../sampling/generated_level/generated_level_1725666409543_22.txt,1.5062348510069903,0.45,1,1.0,62.353894999999994,10,1.0
no pipes some enemies many blocks high elevation,700,2.4,1725666409543,../sampling/generated_level/generated_level_1725666409543_23.txt,0.41140028649578797,0.12,-100,0.0,70.753247,-30,0.0
no pipes many enemies little blocks low elevation,700,2.4,1725666431344,../sampling/generated_level/generated_level_1725666431344_24.txt,2.5898615506266474,0.78,1,1.0,74.845365,10,1.0
no pipes many enemies little blocks high elevation,700,2.4,1725666431344,../sampling/generated_level/generated_level_1725666431344_25.txt,1.821400228036011,0.55,1,1.0,63.770672499999996,10,1.0
no pipes many enemies little blocks low elevation,700,2.4,1725666431344,../sampling/generated_level/generated_level_1725666431344_26.txt,3.542340401964529,1.0,1,1.0,73.591195,10,1.0
no pipes many enemies little blocks high elevation,700,2.4,1725666431345,../sampling/generated_level/generated_level_1725666431345_27.txt,0.37910240253964766,0.11,-100,0.0,63.50596,10,1.0
no pipes many enemies some blocks low elevation,700,2.4,1725666431345,../sampling/generated_level/generated_level_1725666431345_28.txt,-0.5895943576100017,0,1,1.0,0.0,10,1.0
no pipes many enemies some blocks high elevation,700,2.4,1725666431345,../sampling/generated_level/generated_level_1725666431345_29.txt,1.4051269447469783,0.42,1,1.0,105.47574999999999,10,1.0
no pipes many enemies many blocks low elevation,700,2.4,1725666431345,../sampling/generated_level/generated_level_1725666431345_30.txt,-0.04134483962361801,0,-100,0.0,85.53268000000001,-30,0.0
no pipes many enemies many blocks high elevation,700,2.4,1725666431345,../sampling/generated_level/generated_level_1725666431345_31.txt,0.31309053704431167,0.09,1,1.0,28.981225,10,1.0
little pipes no enemies little blocks low elevation,700,2.4,1725666453157,../sampling/generated_level/generated_level_1725666453157_32.txt,3.3270251595163334,1.0,1,1.0,62.542565,10,1.0
little pipes no enemies little blocks high elevation,700,2.4,1725666453157,../sampling/generated_level/generated_level_1725666453157_33.txt,1.0045980771800869,0.3,1,1.0,74.49815,-20,0.0
little pipes no enemies some blocks low elevation,700,2.4,1725666453157,../sampling/generated_level/generated_level_1725666453157_34.txt,1.0592966682370037,0.32,1,1.0,71.08266499999999,10,1.0
little pipes no enemies some blocks high elevation,700,2.4,1725666453157,../sampling/generated_level/generated_level_1725666453157_35.txt,3.7024549619059113,1.0,-100,0.0,85.056925,10,1.0
little pipes no enemies many blocks low elevation,700,2.4,1725666453157,../sampling/generated_level/generated_level_1725666453157_36.txt,1.7099076517369278,0.51,1,1.0,69.05075,10,1.0
little pipes no enemies many blocks high elevation,700,2.4,1725666453157,../sampling/generated_level/generated_level_1725666453157_37.txt,0.5347294363793245,0.16,1,1.0,45.971125,10,1.0
little pipes little enemies little blocks low elevation,700,2.4,1725666453157,../sampling/generated_level/generated_level_1725666453157_38.txt,3.3699021195390513,1.0,1,1.0,104.88147500000001,-40,0.0
little pipes little enemies little blocks high elevation,700,2.4,1725666453157,../sampling/generated_level/generated_level_1725666453157_39.txt,3.182175331758449,1.0,1,1.0,110.500365,10,1.0
little pipes little enemies some blocks low elevation,700,2.4,1725666474973,../sampling/generated_level/generated_level_1725666474973_40.txt,1.3752066483090433,0.41,1,1.0,56.052327000000005,10,1.0
little pipes little enemies some blocks high elevation,700,2.4,1725666474973,../sampling/generated_level/generated_level_1725666474973_41.txt,2.330771636998163,0.7,-100,0.0,63.678787,10,1.0
little pipes little enemies many blocks low elevation,700,2.4,1725666474973,../sampling/generated_level/generated_level_1725666474973_42.txt,1.7470684578009072,0.52,-100,0.0,62.379565,-10,0.0
little pipes little enemies many blocks high elevation,700,2.4,1725666474973,../sampling/generated_level/generated_level_1725666474973_43.txt,0.5509835015620665,0.17,1,1.0,97.74846000000001,-40,0.0
