no pipes no enemies some blocks low elevation,1400,2.5,1720444621937,../sampling/generated_level/generated_level_1720444621937_6.txt,2.7924886210867355,0.84,1,1.0,97.08484,10,1.0,0.97
no pipes no enemies some blocks low elevation,1400,2.5,1720444729007,../sampling/generated_level/generated_level_1720444729007_7.txt,1.5413264478491389,0.46,1,1.0,61.657965,-20,0.0,0.69
no pipes no enemies some blocks low elevation,1400,2.5,1720444836040,../sampling/generated_level/generated_level_1720444836040_8.txt,1.86799937704308,0.56,-100,0.0,69.774145,10,1.0,0.31
no pipes no enemies some blocks low elevation,1400,2.5,1720444942950,../sampling/generated_level/generated_level_1720444942950_9.txt,1.9744039674679204,0.59,1,1.0,84.213275,-70,0.0,0.72
no pipes no enemies some blocks low elevation,1400,2.5,1720445049902,../sampling/generated_level/generated_level_1720445049902_10.txt,-0.2556792331919031,0.0,1,1.0,81.012345,10,1.0,0.8
no pipes no enemies some blocks low elevation,1400,2.5,1720445156869,../sampling/generated_level/generated_level_1720445156869_11.txt,1.7266704934075117,0.52,1,1.0,86.77711,10,1.0,0.9
no pipes no enemies some blocks low elevation,1400,2.5,1720445263844,../sampling/generated_level/generated_level_1720445263844_12.txt,0.0327213696159323,0.01,1,1.0,58.533865,-50,0.0,0.6
no pipes no enemies some blocks low elevation,1400,2.5,1720445370740,../sampling/generated_level/generated_level_1720445370740_13.txt,3.224201647441617,1.0,1,1.0,58.95833,10,1.0,1.0
no pipes no enemies some blocks low elevation,1400,2.5,1720445477671,../sampling/generated_level/generated_level_1720445477671_14.txt,1.8923750795301748,0.57,1,1.0,81.79788,10,1.0,0.91
no pipes no enemies some blocks low elevation,1400,2.5,1720445584652,../sampling/generated_level/generated_level_1720445584652_15.txt,1.645294321546663,0.49,1,1.0,87.697145,10,1.0,0.9
no pipes no enemies some blocks low elevation,1400,2.5,1720445691767,../sampling/generated_level/generated_level_1720445691767_16.txt,2.9277072227247283,0.88,1,1.0,98.43409,10,1.0,0.98
