prompt,steps,temperature,timestamp,level_file_path,shannon_entropy,normalized_entropy,playability,normalized_playability,difficulty,aesthetic,normalized_aesthetic
no pipes no enemies little blocks low elevation,1400,2.5,1726841753089,../sampling/generated_level/generated_level_1726841753089_0.txt,2.781610964153964,0.83,1,1.0,70.53517,-40,0.0
no pipes no enemies little blocks high elevation,1400,2.5,1726841753089,../sampling/generated_level/generated_level_1726841753089_1.txt,2.1278601539003414,0.64,1,1.0,65.33447249999999,10,1.0
no pipes no enemies little blocks low elevation,1400,2.5,1726841753089,../sampling/generated_level/generated_level_1726841753089_2.txt,3.067923137616203,1.0,1,1.0,78.404175,10,1.0
no pipes no enemies little blocks high elevation,1400,2.5,1726841753089,../sampling/generated_level/generated_level_1726841753089_3.txt,0.6258145836939115,0.19,-100,0.0,43.39478,10,1.0
no pipes no enemies some blocks low elevation,1400,2.5,1726841753089,../sampling/generated_level/generated_level_1726841753089_4.txt,1.5732751433623042,0.47,1,1.0,85.12592000000001,10,1.0
no pipes no enemies some blocks high elevation,1400,2.5,1726841753089,../sampling/generated_level/generated_level_1726841753089_5.txt,1.3994849183767781,0.42,-100,0.0,87.78345,10,1.0
no pipes no enemies many blocks low elevation,1400,2.5,1726841753089,../sampling/generated_level/generated_level_1726841753089_6.txt,0.6803905998491482,0.2,1,1.0,121.74510500000001,-30,0.0
no pipes no enemies many blocks high elevation,1400,2.5,1726841753089,../sampling/generated_level/generated_level_1726841753089_7.txt,3.135257768189496,1.0,1,1.0,90.89764500000001,10,1.0
no pipes little enemies little blocks low elevation,1400,2.5,1726841819752,../sampling/generated_level/generated_level_1726841819752_8.txt,3.4076356352465,1.0,1,1.0,87.41793000000001,10,1.0
no pipes little enemies little blocks high elevation,1400,2.5,1726841819752,../sampling/generated_level/generated_level_1726841819752_9.txt,3.1993658550063167,1.0,-100,0.0,76.49832,10,1.0
no pipes little enemies little blocks low elevation,1400,2.5,1726841819752,../sampling/generated_level/generated_level_1726841819752_10.txt,3.5042234821360454,1.0,1,1.0,121.74510500000001,10,1.0
no pipes little enemies little blocks high elevation,1400,2.5,1726841819752,../sampling/generated_level/generated_level_1726841819752_11.txt,2.075097141545487,0.62,1,1.0,70.59098999999999,-10,0.0
no pipes little enemies some blocks low elevation,1400,2.5,1726841819752,../sampling/generated_level/generated_level_1726841819752_12.txt,3.060260008870168,1.0,-100,0.0,110.33374,10,1.0
no pipes little enemies some blocks high elevation,1400,2.5,1726841819752,../sampling/generated_level/generated_level_1726841819752_13.txt,1.7501808237799699,0.53,1,1.0,90.09979,10,1.0
no pipes little enemies many blocks low elevation,1400,2.5,1726841819752,../sampling/generated_level/generated_level_1726841819752_14.txt,0.7842292070602865,0.24,-100,0.0,71.5888975,-20,0.0
no pipes little enemies many blocks high elevation,1400,2.5,1726841819752,../sampling/generated_level/generated_level_1726841819752_15.txt,1.4635682371797636,0.44,-100,0.0,62.0548475,10,1.0
no pipes some enemies little blocks low elevation,1400,2.5,1726841886683,../sampling/generated_level/generated_level_1726841886683_16.txt,1.6437084039512229,0.49,-100,0.0,38.144072,-10,0.0
no pipes some enemies little blocks high elevation,1400,2.5,1726841886683,../sampling/generated_level/generated_level_1726841886683_17.txt,1.2467534216864673,0.37,-100,0.0,0.0,10,1.0
no pipes some enemies little blocks low elevation,1400,2.5,1726841886683,../sampling/generated_level/generated_level_1726841886683_18.txt,2.598056935303587,0.78,-100,0.0,85.07661499999999,-30,0.0
no pipes some enemies little blocks high elevation,1400,2.5,1726841886684,../sampling/generated_level/generated_level_1726841886684_19.txt,1.9203029198852346,0.58,1,1.0,86.43606,10,1.0
no pipes some enemies some blocks low elevation,1400,2.5,1726841886684,../sampling/generated_level/generated_level_1726841886684_20.txt,1.5069621240770446,0.45,-100,0.0,0.0,-30,0.0
