prompt,steps,temperature,timestamp,level_file_path,shannon_entropy,normalized_entropy,playability,normalized_playability,difficulty,aesthetic,normalized_aesthetic
no pipes no enemies little blocks low elevation,1400,1.5,1725671524433,../sampling/generated_level/generated_level_1725671524433_0.txt,2.470950594454669,0.74,1,1.0,75.30887499999999,10,1.0
no pipes no enemies little blocks high elevation,1400,1.5,1725671524433,../sampling/generated_level/generated_level_1725671524433_1.txt,2.0018320080925345,0.6,1,1.0,96.61694999999999,10,1.0
no pipes no enemies little blocks low elevation,1400,1.5,1725671524433,../sampling/generated_level/generated_level_1725671524433_2.txt,1.5,0.45,1,1.0,74.99119499999999,10,1.0
no pipes no enemies little blocks high elevation,1400,1.5,1725671524433,../sampling/generated_level/generated_level_1725671524433_3.txt,3.1117409343229436,1.0,-100,0.0,60.499810000000004,10,1.0
no pipes no enemies some blocks low elevation,1400,1.5,1725671524433,../sampling/generated_level/generated_level_1725671524433_4.txt,2.392153771186627,0.72,1,1.0,71.88266499999999,10,1.0
no pipes no enemies some blocks high elevation,1400,1.5,1725671524433,../sampling/generated_level/generated_level_1725671524433_5.txt,1.319558307996156,0.4,-100,0.0,87.2306,10,1.0
no pipes no enemies many blocks low elevation,1400,1.5,1725671524433,../sampling/generated_level/generated_level_1725671524433_6.txt,0.2286894209101168,0.07,-100,0.0,68.590845,-20,0.0
no pipes no enemies many blocks high elevation,1400,1.5,1725671524433,../sampling/generated_level/generated_level_1725671524433_7.txt,2.3390360328516446,0.7,1,1.0,198.99591500000002,10,1.0
no pipes little enemies little blocks low elevation,1400,1.5,1725671591185,../sampling/generated_level/generated_level_1725671591185_8.txt,2.6438561897747244,0.79,1,1.0,76.00841500000001,10,1.0
no pipes little enemies little blocks high elevation,1400,1.5,1725671591185,../sampling/generated_level/generated_level_1725671591185_9.txt,-0.008923940161777777,0,1,1.0,64.199755,10,1.0
no pipes little enemies little blocks low elevation,1400,1.5,1725671591185,../sampling/generated_level/generated_level_1725671591185_10.txt,-0.2575124304578764,0,1,1.0,63.99951,10,1.0
no pipes little enemies little blocks high elevation,1400,1.5,1725671591185,../sampling/generated_level/generated_level_1725671591185_11.txt,3.133186276901293,1.0,1,1.0,63.50596,10,1.0
no pipes little enemies some blocks low elevation,1400,1.5,1725671591185,../sampling/generated_level/generated_level_1725671591185_12.txt,2.410233936363786,0.72,1,1.0,83.431785,10,1.0
no pipes little enemies some blocks high elevation,1400,1.5,1725671591185,../sampling/generated_level/generated_level_1725671591185_13.txt,1.5357720597497369,0.46,1,1.0,81.393065,10,1.0
no pipes little enemies many blocks low elevation,1400,1.5,1725671591186,../sampling/generated_level/generated_level_1725671591186_14.txt,2.0800145258595846,0.62,1,1.0,97.87147999999999,10,1.0
no pipes little enemies many blocks high elevation,1400,1.5,1725671591186,../sampling/generated_level/generated_level_1725671591186_15.txt,2.9847943011461995,0.9,1,1.0,93.40623,10,1.0
no pipes some enemies little blocks low elevation,1400,1.5,1725671658137,../sampling/generated_level/generated_level_1725671658137_16.txt,3.8779024113648854,1.0,1,1.0,82.83126000000001,-20,0.0
no pipes some enemies little blocks high elevation,1400,1.5,1725671658137,../sampling/generated_level/generated_level_1725671658137_17.txt,3.3136245616726745,1.0,-100,0.0,36.567764999999994,10,1.0
no pipes some enemies little blocks low elevation,1400,1.5,1725671658137,../sampling/generated_level/generated_level_1725671658137_18.txt,2.7661804575704414,0.83,1,1.0,84.61106500000001,10,1.0
no pipes some enemies little blocks high elevation,1400,1.5,1725671658137,../sampling/generated_level/generated_level_1725671658137_19.txt,3.499515482660733,1.0,1,1.0,145.59264,10,1.0
no pipes some enemies some blocks low elevation,1400,1.5,1725671658137,../sampling/generated_level/generated_level_1725671658137_20.txt,3.1230727185494738,1.0,1,1.0,64.90367,-40,0.0
no pipes some enemies some blocks high elevation,1400,1.5,1725671658137,../sampling/generated_level/generated_level_1725671658137_21.txt,1.7131789710599743,0.51,1,1.0,108.32221500000001,-10,0.0
no pipes some enemies many blocks low elevation,1400,1.5,1725671658137,../sampling/generated_level/generated_level_1725671658137_22.txt,1.5375741948631354,0.46,1,1.0,92.13181,10,1.0
no pipes some enemies many blocks high elevation,1400,1.5,1725671658137,../sampling/generated_level/generated_level_1725671658137_23.txt,2.2302797951405897,0.67,1,1.0,80.352345,10,1.0
no pipes many enemies little blocks low elevation,1400,1.5,1725671725224,../sampling/generated_level/generated_level_1725671725224_24.txt,1.926582231402833,0.58,1,1.0,77.13811500000001,10,1.0
no pipes many enemies little blocks high elevation,1400,1.5,1725671725224,../sampling/generated_level/generated_level_1725671725224_25.txt,0.028247806844585055,0.01,1,1.0,101.99740000000001,10,1.0
no pipes many enemies little blocks low elevation,1400,1.5,1725671725224,../sampling/generated_level/generated_level_1725671725224_26.txt,3.8793064702550604,1.0,1,1.0,75.06944499999999,-30,0.0
no pipes many enemies little blocks high elevation,1400,1.5,1725671725224,../sampling/generated_level/generated_level_1725671725224_27.txt,2.813693628956556,0.84,-100,0.0,150.498775,-60,0.0
no pipes many enemies some blocks low elevation,1400,1.5,1725671725224,../sampling/generated_level/generated_level_1725671725224_28.txt,2.1346706972397684,0.64,1,1.0,92.33181,10,1.0
no pipes many enemies some blocks high elevation,1400,1.5,1725671725225,../sampling/generated_level/generated_level_1725671725225_29.txt,1.7803652480294727,0.53,1,1.0,188.62322,10,1.0
no pipes many enemies many blocks low elevation,1400,1.5,1725671725225,../sampling/generated_level/generated_level_1725671725225_30.txt,0.9042733257890044,0.27,1,1.0,53.290760000000006,-70,0.0
no pipes many enemies many blocks high elevation,1400,1.5,1725671725225,../sampling/generated_level/generated_level_1725671725225_31.txt,1.5812949873962063,0.47,1,1.0,193.9241,10,1.0
little pipes no enemies little blocks low elevation,1400,1.5,1725671792350,../sampling/generated_level/generated_level_1725671792350_32.txt,2.0680193407058485,0.62,1,1.0,86.58376,-30,0.0
little pipes no enemies little blocks high elevation,1400,1.5,1725671792350,../sampling/generated_level/generated_level_1725671792350_33.txt,2.264647338602333,0.68,1,1.0,132.53301000000002,10,1.0
little pipes no enemies some blocks low elevation,1400,1.5,1725671792350,../sampling/generated_level/generated_level_1725671792350_34.txt,3.456321229244576,1.0,1,1.0,110.384615,10,1.0
little pipes no enemies some blocks high elevation,1400,1.5,1725671792350,../sampling/generated_level/generated_level_1725671792350_35.txt,1.9699843774927983,0.59,1,1.0,96.61694999999999,-30,0.0
little pipes no enemies many blocks low elevation,1400,1.5,1725671792350,../sampling/generated_level/generated_level_1725671792350_36.txt,0.13673525957136445,0.04,-100,0.0,84.94827500000001,-20,0.0
little pipes no enemies many blocks high elevation,1400,1.5,1725671792350,../sampling/generated_level/generated_level_1725671792350_37.txt,1.8226598747636826,0.55,1,1.0,199.195915,10,1.0
little pipes little enemies little blocks low elevation,1400,1.5,1725671792350,../sampling/generated_level/generated_level_1725671792350_38.txt,2.782934383705663,0.83,1,1.0,157.669985,10,1.0
little pipes little enemies little blocks high elevation,1400,1.5,1725671792350,../sampling/generated_level/generated_level_1725671792350_39.txt,4.120384198676306,1.0,-100,0.0,109.479525,-10,0.0
little pipes little enemies some blocks low elevation,1400,1.5,1725671859534,../sampling/generated_level/generated_level_1725671859534_40.txt,2.798837388564226,0.84,1,1.0,64.681262,-30,0.0
little pipes little enemies some blocks high elevation,1400,1.5,1725671859535,../sampling/generated_level/generated_level_1725671859535_41.txt,3.171647357701614,1.0,1,1.0,116.278975,10,1.0
little pipes little enemies many blocks low elevation,1400,1.5,1725671859535,../sampling/generated_level/generated_level_1725671859535_42.txt,3.054541147207716,1.0,1,1.0,106.308985,-20,0.0
little pipes little enemies many blocks high elevation,1400,1.5,1725671859535,../sampling/generated_level/generated_level_1725671859535_43.txt,3.2730045649487653,1.0,1,1.0,97.98218499999999,10,1.0
little pipes some enemies little blocks low elevation,1400,1.5,1725671859535,../sampling/generated_level/generated_level_1725671859535_44.txt,3.608570641276711,1.0,1,1.0,94.58072499999999,10,1.0
little pipes some enemies little blocks high elevation,1400,1.5,1725671859535,../sampling/generated_level/generated_level_1725671859535_45.txt,3.1294276581439746,1.0,1,1.0,78.564165,10,1.0
little pipes some enemies some blocks low elevation,1400,1.5,1725671859535,../sampling/generated_level/generated_level_1725671859535_46.txt,3.831078612609829,1.0,1,1.0,83.16504,10,1.0
little pipes some enemies some blocks high elevation,1400,1.5,1725671859535,../sampling/generated_level/generated_level_1725671859535_47.txt,3.410280452544405,1.0,1,1.0,83.17926,10,1.0
little pipes some enemies many blocks low elevation,1400,1.5,1725671926634,../sampling/generated_level/generated_level_1725671926634_48.txt,-0.052003638053389256,0,-100,0.0,55.592453,10,1.0
little pipes some enemies many blocks high elevation,1400,1.5,1725671926634,../sampling/generated_level/generated_level_1725671926634_49.txt,3.152488125263402,1.0,-100,0.0,0.0,10,1.0
little pipes many enemies little blocks low elevation,1400,1.5,1725671926634,../sampling/generated_level/generated_level_1725671926634_50.txt,2.6061780741086475,0.78,1,1.0,85.19466000000001,10,1.0
little pipes many enemies little blocks high elevation,1400,1.5,1725671926634,../sampling/generated_level/generated_level_1725671926634_51.txt,0.283771033274857,0.09,-100,0.0,61.52476,-20,0.0
little pipes many enemies some blocks low elevation,1400,1.5,1725671926634,../sampling/generated_level/generated_level_1725671926634_52.txt,1.2027676769465254,0.36,1,1.0,81.41114,10,1.0
little pipes many enemies some blocks high elevation,1400,1.5,1725671926634,../sampling/generated_level/generated_level_1725671926634_53.txt,1.7045995506530103,0.51,1,1.0,194.29815000000002,10,1.0
little pipes many enemies many blocks low elevation,1400,1.5,1725671926634,../sampling/generated_level/generated_level_1725671926634_54.txt,0.6473397577818527,0.19,1,1.0,45.75538,-70,0.0
little pipes many enemies many blocks high elevation,1400,1.5,1725671926634,../sampling/generated_level/generated_level_1725671926634_55.txt,0.7344268475552795,0.22,1,1.0,126.121775,10,1.0
some pipes no enemies little blocks low elevation,1400,1.5,1725671993739,../sampling/generated_level/generated_level_1725671993739_56.txt,1.5,0.45,1,1.0,58.362015,10,1.0
some pipes no enemies little blocks high elevation,1400,1.5,1725671993739,../sampling/generated_level/generated_level_1725671993739_57.txt,1.4654174384708605,0.44,1,1.0,74.76965999999999,-20,0.0
some pipes no enemies some blocks low elevation,1400,1.5,1725671993739,../sampling/generated_level/generated_level_1725671993739_58.txt,1.8915132670676789,0.57,1,1.0,85.435815,10,1.0
some pipes no enemies some blocks high elevation,1400,1.5,1725671993739,../sampling/generated_level/generated_level_1725671993739_59.txt,2.3781760824882427,0.71,1,1.0,190.19857000000002,10,1.0
some pipes no enemies many blocks low elevation,1400,1.5,1725671993739,../sampling/generated_level/generated_level_1725671993739_60.txt,1.3785776421431861,0.41,1,1.0,88.91505,-20,0.0
some pipes no enemies many blocks high elevation,1400,1.5,1725671993739,../sampling/generated_level/generated_level_1725671993739_61.txt,2.2442269187012367,0.67,1,1.0,122.69724,10,1.0
some pipes little enemies little blocks low elevation,1400,1.5,1725671993739,../sampling/generated_level/generated_level_1725671993739_62.txt,3.0164518477503206,1.0,1,1.0,110.792615,10,1.0
some pipes little enemies little blocks high elevation,1400,1.5,1725671993739,../sampling/generated_level/generated_level_1725671993739_63.txt,2.968181764852189,0.89,1,1.0,91.16479,10,1.0
some pipes little enemies some blocks low elevation,1400,1.5,1725672060866,../sampling/generated_level/generated_level_1725672060866_64.txt,3.154346998226817,1.0,1,1.0,83.259375,10,1.0
some pipes little enemies some blocks high elevation,1400,1.5,1725672060867,../sampling/generated_level/generated_level_1725672060867_65.txt,3.6730956474612038,1.0,1,1.0,96.53549,10,1.0
some pipes little enemies many blocks low elevation,1400,1.5,1725672060867,../sampling/generated_level/generated_level_1725672060867_66.txt,2.363969537551675,0.71,1,1.0,87.984635,10,1.0
some pipes little enemies many blocks high elevation,1400,1.5,1725672060867,../sampling/generated_level/generated_level_1725672060867_67.txt,0.19967233139743967,0.06,1,1.0,110.78904,10,1.0
some pipes some enemies little blocks low elevation,1400,1.5,1725672060867,../sampling/generated_level/generated_level_1725672060867_68.txt,3.044007489156102,1.0,1,1.0,64.669177,10,1.0
some pipes some enemies little blocks high elevation,1400,1.5,1725672060867,../sampling/generated_level/generated_level_1725672060867_69.txt,1.9345596865826877,0.58,1,1.0,91.56412499999999,-20,0.0
