prompt,steps,temperature,timestamp,level_file_path,shannon_entropy,normalized_entropy,playability,normalized_playability,difficulty,aesthetic,normalized_aesthetic
little pipes little enemies some blocks high elevation,700,2.7,1727206324428,../sampling/generated_level/generated_level_1727206324428_41.txt,0.5550824160658729,0.17,1,1.0,45.22355,-20,0.0
little pipes little enemies many blocks low elevation,700,2.7,1727206324428,../sampling/generated_level/generated_level_1727206324428_42.txt,3.967103019411917,1.0,1,1.0,68.99092,10,1.0
little pipes little enemies many blocks high elevation,700,2.7,1727206324428,../sampling/generated_level/generated_level_1727206324428_43.txt,-0.14122963473801842,0,-100,0.0,59.95142,-20,0.0
little pipes some enemies little blocks low elevation,700,2.7,1727206324428,../sampling/generated_level/generated_level_1727206324428_44.txt,2.8861589098398683,0.87,1,1.0,63.76123,10,1.0
little pipes some enemies little blocks high elevation,700,2.7,1727206324428,../sampling/generated_level/generated_level_1727206324428_45.txt,2.866463382141435,0.86,1,1.0,92.96273500000001,-10,0.0
little pipes some enemies some blocks low elevation,700,2.7,1727206324428,../sampling/generated_level/generated_level_1727206324428_46.txt,3.1133016682836585,1.0,1,1.0,63.033295,10,1.0
little pipes some enemies some blocks high elevation,700,2.7,1727206324428,../sampling/generated_level/generated_level_1727206324428_47.txt,1.4245059595816736,0.43,1,1.0,98.45685999999999,-20,0.0
little pipes some enemies many blocks low elevation,700,2.7,1727206346434,../sampling/generated_level/generated_level_1727206346434_48.txt,2.918903338839566,0.88,-100,0.0,72.885055,-10,0.0
little pipes some enemies many blocks high elevation,700,2.7,1727206346434,../sampling/generated_level/generated_level_1727206346434_49.txt,1.2701924487877774,0.38,1,1.0,59.487835,10,1.0
little pipes many enemies little blocks low elevation,700,2.7,1727206346434,../sampling/generated_level/generated_level_1727206346434_50.txt,2.023942344993923,0.61,1,1.0,46.38954,10,1.0
little pipes many enemies little blocks high elevation,700,2.7,1727206346434,../sampling/generated_level/generated_level_1727206346434_51.txt,1.2433804901983891,0.37,-100,0.0,44.27343,-30,0.0
little pipes many enemies some blocks low elevation,700,2.7,1727206346434,../sampling/generated_level/generated_level_1727206346434_52.txt,-0.031830424137732294,0,-100,0.0,0.0,-40,0.0
little pipes many enemies some blocks high elevation,700,2.7,1727206346434,../sampling/generated_level/generated_level_1727206346434_53.txt,0.4247687185738601,0.13,1,1.0,44.643285000000006,-50,0.0
